field,group,model,n,n_bonafide,n_spoof,eer,far,frr,fp,fn
speaker,LA_0010,XLS-R+Nes2Net,1784,146,1638,0.7087661197250252,0.004273504273504274,0.00684931506849315,7,1
speaker,LA_0014,XLS-R+Nes2Net,1784,146,1638,0.7087661197250252,0.004273504273504274,0.00684931506849315,7,1
speaker,LA_0017,XLS-R+AASIST,1784,146,1638,0.7087661197250252,0.017094017094017096,0.0,28,0
speaker,LA_0012,XLS-R+AASIST,1784,146,1638,0.6782410891999947,0.0018315018315018315,0.0410958904109589,3,6
speaker,LA_0035,XLS-R+AASIST,1784,146,1638,0.6782410891999947,0.022588522588522588,0.0,37,0
speaker,LA_0010,XLS-R+AASIST,1784,146,1638,0.6477160586749641,0.019536019536019536,0.0,32,0
speaker,LA_0027,XLS-R+AASIST,1784,146,1638,0.6477160586749641,0.0115995115995116,0.0,19,0
speaker,LA_0029,XLS-R+AASIST,1784,146,1638,0.6171910281499337,0.006715506715506716,0.0,11,0
speaker,LA_0037,XLS-R+AASIST,1784,146,1638,0.6171910281499337,0.018315018315018316,0.0,30,0
speaker,LA_0020,XLS-R+AASIST,1784,146,1638,0.5866659976249031,0.007326007326007326,0.00684931506849315,12,1
speaker,LA_0008,XLS-R+AASIST,1784,146,1638,0.5256159365748421,0.01221001221001221,0.00684931506849315,20,1
speaker,LA_0014,XLS-R+AASIST,1784,146,1638,0.4340408449997505,0.009157509157509158,0.00684931506849315,15,1
speaker,LA_0008,XLS-R+Nes2Net,1784,146,1638,0.37299078394968943,0.009768009768009768,0.00684931506849315,16,1
speaker,LA_0040,XLS-R+AASIST,1004,68,936,0.3205128205128205,0.005341880341880342,0.014705882352941176,5,1
speaker,LA_0025,XLS-R+AASIST,1004,68,936,0.2670940170940171,0.005341880341880342,0.0,5,0
